season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
2013,64,15785,3/21/2013,Thursday,12,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,68,05,Y,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,55,0,2012
2017,8,17250,3/25/2017,Saturday,03,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,74,01,Y,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,60,0,2016
2017,32,17244,3/19/2017,Sunday,03,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,75,11,Y,Rhode Island,Rams,URI,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,Rhode Island,572,1348,72,0,2016
2007,16,13595,3/23/2007,Friday,03,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,76,07,Y,UNLV,Rebels,UNLV,68a3227f-677f-43b0-9a3a-cad79d0df9e2,UNLV,465,1424,72,0,2006
2007,64,13588,3/16/2007,Friday,03,Y,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,58,14,Y,Miami (OH),RedHawks,M-OH,1165ca31-f181-4206-b727-c4e897e4b5cd,Miami (OH),414,1275,56,0,2006
2014,64,16149,3/20/2014,Thursday,07,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,87,10,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,68,0,2013
2015,64,16514,3/20/2015,Friday,08,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,79,09,Z,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,73,0,2014
2016,64,16878,3/18/2016,Friday,01,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,91,16,Z,Holy Cross,Crusaders,HC,31aedd91-a77e-46c1-8bdc-80e9860c159d,Holy Cross,285,1221,52,0,2015
2016,16,16884,3/24/2016,Thursday,01,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,82,04,Z,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,68,0,2015
2016,32,16880,3/20/2016,Sunday,01,Z,Oregon,Ducks,ORE,1da70895-f77f-44ef-b216-d63c02e696eb,Oregon,529,1332,69,08,Z,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,64,0,2015
2013,68,15784,3/20/2013,Wednesday,16,W,James Madison,Dukes,JMU,524e3eec-7dde-45c7-b3cc-6308cec73350,James Madison,317,1241,68,16,W,LIU Brooklyn,Blackbirds,LIU,82c12e8d-7c6c-47d8-b100-3cbc190d268e,LIU Brooklyn,361,1254,55,0,2012
2010,32,14688,3/20/2010,Saturday,10,X,Saint Mary's,Gaels,SMC,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's (CA),610,1388,75,02,X,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,68,0,2009
2010,64,14686,3/18/2010,Thursday,10,X,Saint Mary's,Gaels,SMC,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's (CA),610,1388,80,07,X,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,71,0,2009
2017,64,17241,3/16/2017,Thursday,07,X,Saint Mary's,Gaels,SMC,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's (CA),610,1388,85,10,X,Virginia Commonwealth,Rams,VCU,c1c1e6df-a383-4fbd-ba7b-32d4f9ef9518,VCU,740,1433,77,0,2016
2013,68,15783,3/19/2013,Tuesday,11,Y,Saint Mary's,Gaels,SMC,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's (CA),610,1388,67,11,Y,Middle Tennessee,Blue Raiders,MTU,3d2f0819-8f3b-4ff3-afd6-6227c469a751,Middle Tenn.,419,1292,54,0,2012
2006,68,13221,3/14/2006,Tuesday,16,Y,Monmouth,Hawks,MONM,3db7336c-c18a-441b-912e-e2a4408f12ea,Monmouth,439,1284,71,16,Y,Hampton,Pirates,HAMP,161354af-1f3e-4d58-88f7-e016ec74b7b6,Hampton,270,1214,49,0,2005
1986,64,5916,3/14/1986,Friday,06,W,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,60,11,W,Richmond,Spiders,RICH,9b66e1e0-aace-4671-9be2-54c8acf5ecfc,Richmond,575,1350,59,0,1985
2001,64,11396,3/15/2001,Thursday,09,X,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,66,08,X,Georgia Tech,Yellow Jackets,GT,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Georgia Tech,255,1210,62,0,2000
2004,32,12497,3/20/2004,Saturday,01,Y,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,70,08,Y,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,65,0,2003
2004,64,12495,3/18/2004,Thursday,01,Y,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,82,16,Y,Liberty,Flames,LIB,559db90c-741f-40d1-aa81-3fdd1d4889f3,Liberty,355,1251,63,0,2003
2004,16,12502,3/25/2004,Thursday,01,Y,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,84,04,Y,Wake Forest,Demon Deacons,WAKE,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,Wake Forest,749,1448,80,0,2003
2016,64,16878,3/18/2016,Friday,08,Z,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,78,09,Z,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,76,0,2015
1997,32,9935,3/15/1997,Saturday,04,Z,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,81,05,Z,Boston College,Eagles,BC,4b3ff02c-e0ba-435b-a565-6075bc491684,Boston College,67,1130,77,1,1996
1997,64,9933,3/13/1997,Thursday,04,Z,Saint Joseph's (PA),Hawks,JOES,f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's,606,1386,75,13,Z,Pacific,Tigers,PAC,c9570e17-c4fd-41e6-908a-1a083941319d,Pacific,534,1334,65,0,1996
1996,16,9576,3/21/1996,Thursday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,98,03,W,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,90,0,1995
1989,64,7015,3/17/1989,Friday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,50,16,W,Princeton,Tigers,PRIN,fe406882-9f22-495e-9df6-ef357a6803c6,Princeton,554,1343,49,0,1988
1985,64,5551,3/14/1985,Thursday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,68,16,W,Lehigh,Mountain Hawks,LEH,508f503f-dc57-4f4c-a01e-4f195e5c05c8,Lehigh,352,1250,43,0,1984
1989,16,7022,3/24/1989,Friday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,69,05,W,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,61,0,1988
1985,8,5560,3/23/1985,Saturday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,60,02,W,Georgia Tech,Yellow Jackets,GT,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Georgia Tech,255,1210,54,0,1984
1988,64,6651,3/18/1988,Friday,08,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,66,09,W,LSU,Tigers,LSU,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,LSU,365,1261,63,0,1987
2007,8,13597,3/25/2007,Sunday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,96,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,84,1,2006
1985,32,5553,3/16/1985,Saturday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,63,08,W,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,46,0,1984
2007,32,13589,3/17/2007,Saturday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,62,07,W,Boston College,Eagles,BC,4b3ff02c-e0ba-435b-a565-6075bc491684,Boston College,67,1130,55,0,2006
1996,64,9570,3/15/1996,Friday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,93,15,W,Mississippi Valley State,Delta Devils,MVSU,5873529e-e5e3-4a06-8a03-fa4cbe509880,Mississippi Val.,432,1290,56,0,1995
1985,4,5567,3/30/1985,Saturday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,77,01,X,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,59,0,1984
1989,32,7017,3/19/1989,Sunday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,81,09,W,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,74,0,1988
1985,16,5558,3/21/1985,Thursday,01,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,65,04,W,Loyola (IL),Ramblers,L-IL,61a3908a-7492-4b6f-809e-12c61976bb0a,Loyola Chicago,371,1260,53,0,1984
2007,64,13587,3/15/2007,Thursday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,80,15,W,Belmont,Bruins,BEL,a0a22502-0d84-440c-84af-1fbb070ad54c,Belmont,14927,1125,55,0,2006
1996,32,9572,3/17/1996,Sunday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,73,07,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,62,0,1995
2007,16,13595,3/23/2007,Friday,02,W,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,66,06,W,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,65,0,2006
1987,64,6280,3/13/1987,Friday,01,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,75,16,X,Bucknell,Bison,BUCK,98d2123a-c7b9-4b5f-8a81-43f76d8537dc,Bucknell,83,1137,53,0,1986
2015,64,16513,3/19/2015,Thursday,04,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,84,13,X,Eastern Washington,Eagles,EWU,54df21af-8f65-42fc-bc01-8bf750856d70,Eastern Wash.,207,1186,74,0,2014
1992,64,8113,3/19/1992,Thursday,06,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,75,11,X,South Florida,Bulls,USF,55af9c69-3675-4b9b-a882-96640b782fff,South Fla.,651,1378,60,0,1991
1990,64,7379,3/16/1990,Friday,03,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,70,14,X,Texas Southern,Tigers,TXSO,eb157f98-0697-459c-9293-ddb162ceb28b,Texas Southern,699,1411,52,0,1989
2001,32,11398,3/17/2001,Saturday,10,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,76,15,X,Hampton,Pirates,HAMP,161354af-1f3e-4d58-88f7-e016ec74b7b6,Hampton,270,1214,57,0,2000
2008,64,13959,3/21/2008,Friday,02,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,66,15,X,UMBC,Retrievers,UMBC,32755362-6336-4dd3-ac34-6f72a6cc150b,UMBC,391,1420,47,0,2007
1987,16,6286,3/19/1987,Thursday,01,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,70,05,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,57,0,1986
1987,32,6282,3/15/1987,Sunday,01,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,82,09,X,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,79,0,1986
2012,64,15415,3/16/2012,Friday,03,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,74,14,X,Belmont,Bruins,BEL,a0a22502-0d84-440c-84af-1fbb070ad54c,Belmont,14927,1125,59,0,2011
2001,64,11396,3/15/2001,Thursday,10,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,63,07,X,Arkansas,Razorbacks,ARK,c70c23c4-ab09-4797-a1af-792c848ab17f,Arkansas,31,1116,61,0,2000
1986,64,5915,3/13/1986,Thursday,04,X,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,70,13,X,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,64,0,1985
2006,32,13226,3/19/2006,Sunday,07,Y,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,70,02,Y,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,52,0,2005
2006,64,13224,3/17/2006,Friday,07,Y,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,54,10,Y,Northern Iowa,Panthers,UNI,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,504,1320,49,0,2005
1994,64,8842,3/18/1994,Friday,09,Y,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,84,08,Y,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,77,0,1993
1991,64,7743,3/15/1991,Friday,08,Z,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,70,09,Z,Vanderbilt,Commodores,VAN,72971b77-1d35-40b3-bb63-4c5b29f3d22b,Vanderbilt,736,1435,60,0,1990
1995,32,9208,3/19/1995,Sunday,06,Z,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,53,14,Z,Weber State,Wildcats,WEB,4743cb7c-784a-4b95-a380-5471f92f2217,Weber St.,758,1451,51,0,1994
1995,64,9206,3/17/1995,Friday,06,Z,Georgetown,Hoyas,GTWN,8736b67f-5924-400b-bf94-3bd804c36600,Georgetown,251,1207,68,11,Z,Xavier,Musketeers,XAV,0d8a328f-20ce-410b-bed1-15fc01308aaf,Xavier,812,1462,63,0,1994
1990,32,7381,3/18/1990,Sunday,11,Z,Loyola Marymount,Lions,LMU,441a11b4-b506-45b3-8030-fe72a4381c40,Loyola Marymount,370,1258,149,03,Z,Michigan,Wolverines,MICH,bdc2561d-f603-4fab-a262-f1d2af462277,Michigan,418,1276,115,0,1989
1988,64,6650,3/17/1988,Thursday,10,Z,Loyola Marymount,Lions,LMU,441a11b4-b506-45b3-8030-fe72a4381c40,Loyola Marymount,370,1258,119,07,Z,Wyoming,Cowboys,WYO,a7127c0a-a466-47ae-91ad-9a71ee2c9427,Wyoming,811,1461,115,0,1987
1990,16,7386,3/23/1990,Friday,11,Z,Loyola Marymount,Lions,LMU,441a11b4-b506-45b3-8030-fe72a4381c40,Loyola Marymount,370,1258,62,07,Z,Alabama,Crimson Tide,ALA,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,Alabama,8,1104,60,0,1989
1990,64,7379,3/16/1990,Friday,11,Z,Loyola Marymount,Lions,LMU,441a11b4-b506-45b3-8030-fe72a4381c40,Loyola Marymount,370,1258,111,06,Z,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,1308,92,0,1989
2010,64,14686,3/18/2010,Thursday,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,62,14,W,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,57,0,2009
1997,64,9934,3/14/1997,Friday,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,59,14,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,55,0,1996
1996,64,9570,3/15/1996,Friday,07,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,69,10,W,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,48,0,1995
2012,64,15414,3/15/2012,Thursday,05,Z,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,75,12,Z,Long Beach State,49ers,LBSU,11a617d5-af03-4cce-bc8a-51114d9e41fe,Long Beach St.,99,1253,68,0,2011
1999,64,10661,3/11/1999,Thursday,09,Z,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,61,08,Z,Missouri,Tigers,MIZZ,77ca152a-cb2f-48a5-97b2-492351250d94,Missouri,434,1281,59,0,1998
1998,64,10298,3/13/1998,Friday,04,Z,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,79,13,Z,Butler,Bulldogs,BUT,bdb7d7a4-45f8-4bf3-ab85-15488c451494,Butler,87,1139,62,0,1997
2000,64,11033,3/17/2000,Friday,11,W,Pepperdine,Waves,PEPP,17479d6f-c8f1-458b-9412-8c76279a2bb4,Pepperdine,541,1337,77,06,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,57,0,1999
2013,68,15783,3/19/2013,Tuesday,16,Y,North Carolina A&T,Aggies,NCAT,53aaac6a-796e-41a6-a04e-6ce74c5717f8,N.C. A&T,488,1299,73,16,Y,Liberty,Flames,LIB,559db90c-741f-40d1-aa81-3fdd1d4889f3,Liberty,355,1251,72,0,2012
2017,68,17240,3/15/2017,Wednesday,16,Y,UC Davis,Aggies,UCD,8aaad1c0-d16e-4b9f-8541-dac670addd71,UC Davis,108,1413,67,16,Y,North Carolina Central,Eagles,NCCU,e4c315a0-e83f-4d14-856e-34a0463059e3,N.C. Central,489,1300,63,0,2016
2001,64,11396,3/15/2001,Thursday,12,W,Utah State,Aggies,USU,7672ff16-8436-47e6-8546-0fb5494ec7ee,Utah St.,731,1429,77,05,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,68,1,2000
2006,64,13223,3/16/2006,Thursday,12,W,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,66,05,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,58,0,2005
2007,64,13587,3/15/2007,Thursday,03,X,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,68,14,X,Pennsylvania,Quakers,PENN,e6c94452-1adf-4fb9-90e5-10f165c57c5a,Penn,540,1335,52,0,2006
2007,32,13589,3/17/2007,Saturday,03,X,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,72,06,X,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,69,0,2006
2010,64,14687,3/19/2010,Friday,05,X,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,69,12,X,Utah State,Aggies,USU,7672ff16-8436-47e6-8546-0fb5494ec7ee,Utah St.,731,1429,53,0,2009
2008,64,13958,3/20/2008,Thursday,09,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,67,08,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,62,0,2007
2009,64,14322,3/19/2009,Thursday,09,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,79,08,Z,BYU,Cougars,BYU,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,BYU,77,1140,66,0,2008
2016,32,16880,3/20/2016,Sunday,03,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,92,11,Z,Northern Iowa,Panthers,UNI,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,504,1320,88,2,2015
2016,64,16878,3/18/2016,Friday,03,Z,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,92,14,Z,Green Bay,Phoenix,GB,61a3e5ab-1be3-4694-b83f-edae0953f409,Green Bay,794,1453,65,0,2015
1993,64,8478,3/19/1993,Friday,07,W,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,1308,93,10,W,Nebraska,Cornhuskers,NEB,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,Nebraska,463,1304,79,0,1992
1992,32,8116,3/22/1992,Sunday,12,X,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,1308,81,13,X,Louisiana-Lafayette,Ragin' Cajuns,ULL,63cad858-8654-4956-8438-8fe79cd1208a,Louisiana,671,1418,73,0,1991
1992,64,8114,3/20/1992,Friday,12,X,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,1308,81,05,X,DePaul,Blue Demons,DEP,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,DePaul,176,1177,73,0,1991
2011,64,15050,3/17/2011,Thursday,02,X,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,68,15,X,Northern Colorado,Bears,UNCO,7e42fa84-68cd-47a6-b49a-18b5414d8084,Northern Colo.,502,1294,50,0,2010
2015,64,16514,3/20/2015,Friday,08,X,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,76,09,X,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,64,0,2014
2011,32,15052,3/19/2011,Saturday,02,X,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,71,07,X,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,64,2,2010
2013,64,15786,3/22/2013,Friday,07,X,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,70,10,X,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,55,0,2012
2014,64,16149,3/20/2014,Thursday,04,Z,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,73,13,Z,New Mexico State,Aggies,NMSU,5016fe1a-9571-4d10-bf5b-b9c1b496bd57,New Mexico St.,472,1308,69,1,2013
2014,32,16151,3/22/2014,Saturday,04,Z,San Diego State,Aztecs,SDSU,e6914f16-ca37-4d2e-ba26-a425910283e2,San Diego St.,626,1361,63,12,Z,North Dakota State,Bison,NDSU,984e7518-e418-45d5-9797-979b8c2085c1,North Dakota St.,493,1295,44,0,2013
2006,32,13226,3/19/2006,Sunday,13,X,Bradley,Braves,BRAD,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Bradley,72,1133,72,05,X,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,66,0,2005
2006,64,13224,3/17/2006,Friday,13,X,Bradley,Braves,BRAD,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Bradley,72,1133,77,04,X,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,73,0,2005
1986,64,5915,3/13/1986,Thursday,07,Z,Bradley,Braves,BRAD,b47d10b8-a2a5-47df-a2f9-7bd0b9d51beb,Bradley,72,1133,83,10,Z,UTEP,Miners,UTEP,06d15d35-4955-4fdd-83d9-32d24dbd795b,UTEP,704,1431,65,0,1985
1990,64,7379,3/16/1990,Friday,07,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,68,10,W,UAB,Blazers,UAB,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,UAB,9,1412,56,0,1989
1990,32,7381,3/18/1990,Sunday,07,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,71,02,W,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,70,0,1989
2001,64,11396,3/15/2001,Thursday,04,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,61,13,W,Hofstra,Pride,HOF,36ca2008-cd2e-4549-8b3b-c745167e07f3,Hofstra,283,1220,48,0,2000
